,Industry Name,Latitude,Longitude,Category,District Name,Sector Name,Activity Name,Pollution Index Category,Total Workers
258,Padmavathi tailor shop,13.96096,79.3512665,Micro,Kadapa,SERVICE,Service,Green,1
259,Sri Balaji Engineering Work,13.2303151,79.1797605,Micro,Chittoor,SERVICE,Service,Green,1
260,CHANDANA Keerthi Talioring,13.9522552,79.3498302,Micro,Kadapa,SERVICE,Service,Green,1
261,Eethamukkala yehonu salt production,15.4513827,80.1695454,Micro,Prakasam,SERVICE,Service,Orange,1
262,Varun paper plates production,18.9665361,84.6467679,Micro,Srikakulam,SERVICE,Service,Green,1
263,OM SRI SAI LADIES TAILORS,18.8605114,84.5266424,Micro,Srikakulam,SERVICE,Service,Green,2
264,Chandra Tailors,13.9570202,79.3512124,Micro,Kadapa,SERVICE,Service,Green,1
265,himani ice parlor,15.4048806,79.5068286,Micro,Prakasam,SERVICE,Service,White,3
266,Dhanlakshmi floor mill,16.9138274,81.6946899,Micro,West Godavari,SERVICE,Service,Green,1
267,HAFEEZ Engineering work and entriprices,14.106558,77.6000873,Micro,Anantapur,SERVICE,Service,Green,1
268,Shankar purified drinking water,14.4719121,78.8179122,Micro,Kadapa,SERVICE,Service,White,1
269,vannur vali milltech rice mill,14.9277009,77.4865087,Micro,Anantapur,SERVICE,Service,White,1
270,VISWAKARMA ENGINEERING WORKS,14.4110852,77.7243861,Micro,Anantapur,SERVICE,Service,Green,1
271,Sri venkateswara rice mill,14.7364995,79.0610834,Micro,Kadapa,SERVICE,Service,White,1
272,Chandrakala Xerox,13.8993228,77.6072493,Micro,Anantapur,SERVICE,Service,Green,1
273,N KHADER ICE CANDY,14.4116857,77.7239259,Micro,Anantapur,SERVICE,Service,Green,2
274,Ramesh Cable Services,14.4756158,78.8181741,Micro,Kadapa,SERVICE,Service,White,1
275,Hemanth Kumar flour mill,14.4190799,77.7160692,Micro,Anantapur,SERVICE,Service,Green,2
276,Mahboob subani modern rice mill,14.9279404,77.4843579,Micro,Anantapur,SERVICE,Service,White,2
277,BASHA PUNCTURE SHOP,14.8702931,78.5781613,Micro,Kadapa,SERVICE,Service,Green,1
278,AM services,14.4777006,78.8264885,Micro,Kadapa,SERVICE,Service,Green,1
279,JYOTHI MINERAL WATER,13.3555394,78.5850696,Micro,Chittoor,SERVICE,Service,Green,1
280,NAVAJEEVAN Offset Meeseva,14.0931247,77.596791,Micro,Anantapur,SERVICE,Service,Green,1
281,ROOHIN GARMENTS,14.8047001,77.0792906,Micro,Anantapur,SERVICE,Service,Green,5
282,BHAVISYA COMPUTERS,15.5020762,80.0468868,Micro,Prakasam,SERVICE,Service,White,1
283,Sarojamma Tailors,13.9775078,77.8724632,Micro,Anantapur,SERVICE,Service,Green,1
284,Vigneswara Water Plant,14.73728,79.0530295,Micro,Kadapa,SERVICE,Service,White,1
285,Naseer Mobiles,15.7666213,77.481721,Micro,Kurnool,SERVICE,Service,Green,2
286,VIJAYA PRINTING PRESS,14.9086634,78.010119,Micro,Anantapur,SERVICE,Service,White,1
287,VENKATESWARA PINDI MACHINE,14.841175,78.6116772,Micro,Kadapa,SERVICE,Service,Green,1
288,SHAIK KHALEEL WORKSHOP,16.5041731,80.6756905,Micro,Krishna,SERVICE,Service,Green,1
289,Fakruma bee flour mills,14.8048836,77.082528,Micro,Anantapur,SERVICE,Service,White,1
290,G Industry,13.3498732,78.5541958,Micro,Chittoor,SERVICE,Service,Green,4
291,FRIENDS SUPPLIERS,15.5191799,80.0337186,Micro,Prakasam,SERVICE,Service,White,1
292,Sree vishnu warehouse,14.7214739,77.1821257,Micro,Anantapur,SERVICE,Service,Green,2
293,BABA General Engineering Works,14.093125,77.5967843,Micro,Anantapur,SERVICE,Service,Green,1
294,Rangaiahachari Flour Mill,15.0705416,77.7926797,Micro,Anantapur,SERVICE,Service,Green,3
295,BASHA CYCLE MART,14.7512297,78.5436445,Micro,Kadapa,SERVICE,Service,Green,1
296,Chandrashekahr Xerox Centre,14.0210713,77.7513416,Micro,Anantapur,SERVICE,Service,Green,1
297,RSLS TRANSPORT,13.2188939,79.1250221,Micro,Chittoor,SERVICE,Service,Green,2
298,BAPUJI  hospital,15.8272452,80.3515378,Micro,Prakasam,SERVICE,Service,Green,6
299,veeranjaneya rice mill,13.9093467,78.9072528,Micro,Kadapa,SERVICE,Service,White,2
300,SRI BALAJI INDUSTRIES,13.5631638,78.5144365,Micro,Chittoor,SERVICE,Service,Green,2
301,Lakshmidevi Tailoring shop,14.7533813,78.557745,Micro,Kadapa,SERVICE,Service,White,7
302,gayatri milk dairy,14.0398283,77.7638879,Micro,Anantapur,SERVICE,Service,Green,1
303,Rice mill,18.1632467,82.7224064,Micro,Visakhapatnam,SERVICE,Service,Green,1
304,APT Onilne,14.0407335,79.2685653,Micro,Kadapa,SERVICE,Service,White,1
305,xerox shop,15.0480726,77.1677485,Micro,Anantapur,SERVICE,Service,White,1
306,Sk Buron Buffing Works,16.5025498,80.6779505,Micro,Krishna,SERVICE,Service,Green,1
307,Sri Ramanjaneya Flour mill,16.6067185,81.640604,Micro,West Godavari,SERVICE,Service,Green,1
308,mahesh Xerox center,14.0398283,77.7638879,Micro,Anantapur,SERVICE,Service,White,1
309,Priya computers,13.9609099,79.3508761,Micro,Kadapa,SERVICE,Service,Green,1
310,mourya cell point,14.7584004,78.5550892,Micro,Kadapa,SERVICE,Service,Green,1
311,house basha cable tv network,15.2188718,79.9094471,Micro,Prakasam,SERVICE,Service,White,3
312,mechanic shop,13.6583433,78.9459715,Micro,Chittoor,SERVICE,Service,Green,1
313,bike cleaning,14.8536505,77.2496753,Micro,Anantapur,SERVICE,Service,White,1
314,sri anjaneya digital studio,16.1726084,80.1978921,Micro,Guntur,SERVICE,Service,White,1
315,Unique computers,13.9570511,79.351308,Micro,Kadapa,SERVICE,Service,Green,1
316,ASWINI TAILORS,13.9787026,77.8909933,Micro,Anantapur,SERVICE,Service,Green,1
317,ALIVELAMMA TAILORS,13.9761086,77.8694384,Micro,Anantapur,SERVICE,Service,Green,1
318,MANYAM XEROX,17.0154888,81.7324029,Micro,West Godavari,SERVICE,Service,White,1
319,Karthik Xerox Center,14.0202749,77.751043,Micro,Anantapur,SERVICE,Service,White,1
320,Flour Mill,15.0812953,77.8134006,Micro,Anantapur,SERVICE,Service,Green,2
321,Abdul Raheman Rice Mill,16.4547234,80.0686841,Micro,Guntur,SERVICE,Service,White,4
322,Sri veera brahmendra industry works,16.8362294,81.7248529,Micro,West Godavari,SERVICE,Service,Green,1
323,EXCELLENT KITCHEN EQUIPMENTS,16.2789361,80.4548781,Micro,Guntur,SERVICE,Service,Green,15
324,Madhu Xerox shop,14.0371294,77.8093873,Micro,Anantapur,SERVICE,Service,Green,1
325,Mekala Hanumanthu Rao,15.55429,80.0560132,Micro,Prakasam,SERVICE,Service,Orange,1
326,Eswar reddy flour mill,14.9627945,77.9483435,Micro,Anantapur,SERVICE,Service,Green,1
327,Aqua gold mineral water,14.753626,78.5410628,Micro,Kadapa,SERVICE,Service,White,2
328,Anu Tailors,14.7546186,78.5574677,Micro,Kadapa,SERVICE,Service,White,4
329,Bindu Online Services,14.4586232,78.8324246,Micro,Kadapa,SERVICE,Service,Green,2
330,Swetha Flour mill,15.0571121,77.9490283,Micro,Anantapur,SERVICE,Service,Green,1
331,Ms Kasturi Rice Industries,16.8455584,81.2964409,Small,West Godavari,SERVICE,Service,White,3
332,soumik charitable Trust,13.8927929,78.1598278,Micro,Anantapur,SERVICE,Service,Green,1
333,Mastery products,16.5134686,81.7361407,Micro,West Godavari,SERVICE,Service,White,1
334,RANGA CYCLE MART,14.7512306,78.5436451,Micro,Kadapa,SERVICE,Service,Green,1
335,Sai Flour Mill,16.395658,80.1465204,Micro,Guntur,SERVICE,Service,White,1
336,Reddy water servicing center,14.4179713,78.2292798,Micro,Kadapa,SERVICE,Service,Green,1
337,Siri net center,14.7518938,78.5500781,Micro,Kadapa,SERVICE,Service,Orange,1
338,SRINIVASA FLOUR MILL NARAYANAPURAM,16.8191518,81.4051992,Micro,West Godavari,SERVICE,Service,Green,1
339,mineral water plant,16.2971154,79.8907563,Micro,Guntur,SERVICE,Service,White,1
340,A TO Z FOUNDRY WORK S,16.503366,80.6754834,Micro,Krishna,SERVICE,Service,Green,2
341,Flour mill,15.0539632,77.6691206,Micro,Anantapur,SERVICE,Service,White,2
342,Manju Ladies Tailor shop,14.7536795,78.5564172,Micro,Kadapa,SERVICE,Service,White,2
343,Bharathi Xerox,13.9810461,77.7552895,Micro,Anantapur,SERVICE,Service,White,2
344,Sri Lakshmi Srinivasa modern rice and   flour mill,14.7402129,79.0617019,Micro,Kadapa,SERVICE,Service,White,1
345,Lakshmi Narasimha Tailors,14.7514928,78.5630686,Micro,Kadapa,SERVICE,Service,White,1
346,Meena Xerox Centre,13.9056655,77.6129786,Micro,Anantapur,SERVICE,Service,Green,1
347,grinding  Lakshmi reddy,14.7447635,78.5360931,Micro,Kadapa,SERVICE,Service,White,1
348,ANJENEYA WATER PLANT,16.4913674,80.0054548,Micro,Guntur,SERVICE,Service,Green,1
349,RR mohan automobile engineering works,16.5041446,80.6758572,Micro,Krishna,SERVICE,Service,Green,2
350,mineral water plant,16.3333244,79.948474,Micro,Guntur,SERVICE,Service,White,1
351,Drinking water,14.4661916,77.9637665,Micro,Anantapur,SERVICE,Service,White,1
352,MS Taslim flour mill,15.7751862,77.482207,Micro,Kurnool,SERVICE,Service,Green,3
353,Eluru times,16.7117152,81.1056434,Micro,West Godavari,SERVICE,Service,Green,1
354,smile icecream plant,14.5934502,78.669734,Micro,Kadapa,SERVICE,Service,Green,1
355,Sri Venkateswara rice mill,16.4426607,79.9229759,Micro,Guntur,SERVICE,Service,White,4
356,Sri Sidhardha Art Printers,15.905411,80.467308,Micro,Guntur,SERVICE,Service,Green,1
357,Sri Venkata Bhavani welding works,18.7789662,83.4405101,Micro,Vizianagaram,SERVICE,Service,Red,2
358,Shanti optical works,15.7615608,77.4781817,Micro,Kurnool,SERVICE,Service,Green,3
359,waterplant,14.4498679,80.0081193,Micro,S.P.S.R. Nellore,SERVICE,Service,White,4
360,Sivasankarappa flour mill,14.411089,77.7243849,Micro,Anantapur,SERVICE,Service,Green,1
361,sri venkatesaara flour mill,14.7451526,78.5526882,Micro,Kadapa,SERVICE,Service,White,1
362,KANAKADURGA Flour mill,16.4305824,80.9908796,Micro,Krishna,SERVICE,Service,Orange,1
363,poultry and hatcheries,16.7096901,81.6155739,Micro,West Godavari,SERVICE,Service,Green,1
364,MADEENA SHAMIYANA SUPPLIES,13.9539246,79.35342,Micro,Kadapa,SERVICE,Service,Green,1
365,Grinding machine,14.4833694,78.3540766,Micro,Kadapa,SERVICE,Service,Green,1
366,SRI JYOTHI WATER PLANT,14.7424823,78.5578887,Micro,Kadapa,SERVICE,Service,White,1
367,SRI SKANDA FABRICATIONS,15.4634129,78.4832368,Micro,Kurnool,SERVICE,Service,Green,6
368,sri dhanam rice industry,18.510313,83.685866,Micro,Srikakulam,SERVICE,Service,White,6
369,chandu fashion design tailors,14.7595226,78.5528913,Micro,Kadapa,SERVICE,Service,Green,2
370,sivapuram printers,14.7593196,78.5551197,Micro,Kadapa,SERVICE,Service,Green,1
371,Chandrakala ladies,14.7588387,78.5544642,Micro,Kadapa,SERVICE,Service,Green,1
372,keywayresearch,13.6341444,79.4256799,Micro,Chittoor,SERVICE,Service,Green,2
373,padmashree ladies tailors,14.7583781,78.5550988,Micro,Kadapa,SERVICE,Service,Green,1
374,Photo laminations and Studio,16.3008704,80.4381777,Micro,Guntur,SERVICE,Service,White,1
375,RANI FLOOR MILL,16.938724,81.6718202,Micro,West Godavari,SERVICE,Service,White,1
376,Sri Lakshmi floor mill,18.5727416,83.3615019,Micro,Vizianagaram,SERVICE,Service,White,1
377,ANAPURNA BATTERY AND ELECTRICAL WORKS,16.5020235,80.6741823,Micro,Krishna,SERVICE,Service,White,2
378,AVN studio,18.7739426,83.4244664,Micro,Vizianagaram,SERVICE,Service,Green,1
379,Pavanaputra floor mill,18.5727798,83.3589404,Micro,Vizianagaram,SERVICE,Service,White,1
380,RAMUNAIDU RICE MILL,18.1546091,83.4465139,Micro,Vizianagaram,SERVICE,Service,Green,1
381,Sri venkateswara floor mill,18.5727408,83.3614957,Micro,Vizianagaram,SERVICE,Service,White,1
382,kanchi kamakshi welding shop,18.5767871,83.4151546,Micro,Vizianagaram,SERVICE,Service,Green,1
383,sri guru tailor,14.7575523,78.5453514,Micro,Kadapa,SERVICE,Service,White,2
384,RICE MILL,18.3802023,84.0248325,Large,Srikakulam,SERVICE,Service,Green,2
385,RAHAMATH HARDWARE AND WIRE CARTS,15.2157114,79.9043384,Micro,Prakasam,SERVICE,Service,White,3
386,SREE BALAJI RICE MILL,13.9444297,78.687559,Micro,Kadapa,SERVICE,Service,Green,2
387,ms mani floor mill,16.8157011,81.5206894,Micro,West Godavari,SERVICE,Service,Green,1
388,flour mill,14.719942,77.9462015,Micro,Anantapur,SERVICE,Service,Green,1
389,parthasarathi tailors shop,14.7554916,78.5424025,Micro,Kadapa,SERVICE,Service,Green,2
390,V V R PLANT,15.143559,77.6241447,Micro,Anantapur,SERVICE,Service,Green,1
391,SS STUDIO,16.2810207,79.6503971,Micro,Guntur,SERVICE,Service,Green,1
392,SAI PRABHA AND SRI  GOPI KRISHNA CABLE NETWORK,16.9342556,82.0765663,Micro,East Godavari,SERVICE,Service,White,3
393,SRI SHIRIDI SAIBABA RICE MILL,16.8524598,81.295409,Micro,West Godavari,SERVICE,Service,White,5
394,KOVVURU PARCEL SERVICE,14.7435297,78.5526254,Medium,Kadapa,SERVICE,Service,White,8
395,Sri Manjunatha Xerox Centre,13.757282,77.492961,Micro,Anantapur,SERVICE,Service,Green,1
396,BALAJI ONLIE SERVICES,15.5035833,80.044664,Micro,Prakasam,SERVICE,Service,Green,1
397,Siva sai glass computer sticker works,14.4047752,79.9463705,Micro,S.P.S.R. Nellore,SERVICE,Service,Orange,1
398,Rama kishore ice creams,16.4124603,81.6279968,Micro,West Godavari,SERVICE,Service,Green,10
399,Kullayapa Flour  Mill,14.8393623,77.9069252,Micro,Anantapur,SERVICE,Service,Green,1
400,SRI VENKATA RAMA ROTARY OIL AND FLOOR MILL,17.0408794,81.5940938,Micro,West Godavari,SERVICE,Service,Green,1
401,SREENU PIPE WORKS,16.5019433,80.675039,Micro,Krishna,SERVICE,Service,Green,1
402,blue max tailors,14.3687507,77.9750295,Micro,Anantapur,SERVICE,Service,White,1
403,SRINIVASA FLOOR MILL,16.508488,81.7751133,Micro,West Godavari,SERVICE,Service,Green,1
404,M S laxmi ice blocks,16.5435999,81.5260201,Micro,West Godavari,SERVICE,Service,White,1
405,SRI VIJAYA DURGA RICE MILL,18.3468979,83.3109582,Micro,Vizianagaram,SERVICE,Service,Green,2
406,Hanuman threads,14.7540176,78.544031,Micro,Kadapa,SERVICE,Service,Green,1
407,Vinayaka flour mill,13.4500849,79.1197478,Micro,Chittoor,SERVICE,Service,Green,1
408,Sri ayyappa maggam works,17.0183091,81.7276011,Micro,West Godavari,SERVICE,Service,White,4
409,chennakesava water plant,14.8107613,77.9219233,Micro,Anantapur,SERVICE,Service,Green,1
410,SRI SAI BALAJI AUTO XEROX,17.0167098,81.7319132,Micro,West Godavari,SERVICE,Service,White,1
411,Gouri Shankar Xerox,15.5038223,80.0430865,Micro,Prakasam,SERVICE,Service,Green,1
412,vigneswara book depo,15.5038041,80.0431007,Micro,Prakasam,SERVICE,Service,Green,1
413,BNR TAILOURS,14.7512337,78.5436483,Micro,Kadapa,SERVICE,Service,Green,1
414,Chandramohan flour mill,14.3547106,77.9975281,Micro,Anantapur,SERVICE,Service,White,1
415,Yasin Tailor Shop,14.7569532,78.5573901,Micro,Kadapa,SERVICE,Service,White,4
416,nayeb rasool Xerox centre,14.788676,78.9929682,Micro,Kadapa,SERVICE,Service,Green,1
417,Venkateswara Mini  flour mill,13.4500849,79.1197478,Micro,Chittoor,SERVICE,Service,White,1
418,sri rama mineral water plant,16.2852385,80.7656072,Micro,Guntur,SERVICE,Service,Green,2
419,rk photo studio,18.7737845,83.4246606,Micro,Vizianagaram,SERVICE,Service,Green,1
420,silver tea palace,14.7523945,78.5485765,Micro,Kadapa,SERVICE,Service,Green,1
421,SRINIVASA PUBLICATIONS,17.0112841,81.7259672,Micro,West Godavari,SERVICE,Service,Green,5
422,Ramakrishna flour mill,14.7512311,78.5436503,Micro,Kadapa,SERVICE,Service,Green,1
423,Sri Krishna Refinery,16.5122136,80.6260287,Micro,Krishna,SERVICE,Service,Orange,2
424,BISMILLA FOUNTRY WORKS,16.5024755,80.6748623,Micro,Krishna,SERVICE,Service,Green,1
425,FRIENDS MECHANICAL WORKS,16.5032049,80.6744739,Micro,Krishna,SERVICE,Service,Green,1
426,karthikeya industries,15.483494,78.4871366,Micro,Kurnool,SERVICE,Service,Green,3
427,BIKSHALA RAO CHARITIBLE TRUST MINERAL WATER PLANT,16.1876484,81.1501234,Micro,Krishna,SERVICE,Service,Green,1
428,surya BHASKARA flour and oil mill,16.5177308,81.8430982,Micro,West Godavari,SERVICE,Service,Green,2
429,SRI MANJUNATHA XEROX CENTRE,13.6940947,77.4868672,Micro,Anantapur,SERVICE,Service,Green,1
430,AMRUTHAA COTTON COMPANY,15.4809328,78.489579,Micro,Kurnool,SERVICE,Service,Green,1
431,nagaraju flour mill,14.8116634,77.9222166,Micro,Anantapur,SERVICE,Service,Green,1
432,RR Kanniappan Tailors,13.6925934,77.4922441,Micro,Anantapur,SERVICE,Service,Green,1
433,SUMATHI TRANSPORT,15.1787258,79.9106995,Micro,Prakasam,SERVICE,Service,Green,1
434,Venkata Bhemmaeswara DallMill,15.4860058,78.4831861,Micro,Kurnool,SERVICE,Service,Green,1
435,Venkatramanamma Oil Mill,14.0279912,77.9958122,Micro,Anantapur,SERVICE,Service,Green,2
436,SAI LAKSHMI JOB WORKS,15.5037602,80.043353,Micro,Prakasam,SERVICE,Service,White,1
437,rainbow digitals,18.773681,83.4248795,Micro,Vizianagaram,SERVICE,Service,Green,4
438,SANTHOSAMMA TRANSPORT,15.1787258,79.9106995,Micro,Prakasam,SERVICE,Service,Green,2
439,kadapa traders,14.7596076,78.5602294,Micro,Kadapa,SERVICE,Service,White,2
440,sri kanaka durga iron works,17.6893118,83.2118083,Micro,Visakhapatnam,SERVICE,Service,Green,2
441,Apple books and Xerox shop,18.7809254,84.4139479,Micro,Srikakulam,SERVICE,Service,Green,NA
442,Kanaka mahalaxmi floor mill,18.7622725,83.4174904,Micro,Vizianagaram,SERVICE,Service,Green,1
443,vijayalakshmi oil  and flour mill,16.8160547,81.4064224,Micro,West Godavari,SERVICE,Service,Green,NA
444,Jayamma,14.3890421,77.9235363,Micro,Anantapur,SERVICE,Service,Green,1
445,KBN AIR CONDITIONING,14.5546353,77.1113012,Micro,Anantapur,SERVICE,Service,White,1
446,Sri SRINIVASA Saw Mill Gagraharam,18.3195743,83.5715632,Micro,Vizianagaram,SERVICE,Service,Green,1
447,Ramakrishna milk,14.7540183,78.5440272,Micro,Kadapa,SERVICE,Service,Green,3
448,JEELAN BASHA FLOUR MILL,14.7469669,78.5552985,Micro,Kadapa,SERVICE,Service,White,1
449,T Ramakrishna,14.0565538,77.3932684,Micro,Anantapur,SERVICE,Service,White,1
450,Two wheeler mechanic shop,15.3553873,80.0375992,Micro,Prakasam,SERVICE,Service,Green,1
451,Dadapeer bore water,14.8137315,77.0620229,Micro,Anantapur,SERVICE,Service,Green,1
452,AMIN IRON MART,15.4824982,78.4370032,Micro,Kurnool,SERVICE,Service,Orange,1
453,akshara printers,17.6863622,83.2061472,Micro,Visakhapatnam,SERVICE,Service,Green,1
454,SRI SUDHA TRADERS,15.4577687,78.4800178,Micro,Kurnool,SERVICE,Service,Green,1
455,HARITHA AQUA WATER PLANT,17.6803408,83.2063902,Micro,Visakhapatnam,SERVICE,Service,Green,1
456,BALAJI INTERNET AND XEROX,16.3955689,80.1507429,Micro,Guntur,SERVICE,Service,White,1
457,sree Rama flour mill,14.6687686,77.6025841,Micro,Anantapur,SERVICE,Service,Green,1
458,purusottam tailaring shop,18.7850708,84.415461,Micro,Srikakulam,SERVICE,Service,Green,1
459,mastan net shop,14.7472369,78.5466138,Micro,Kadapa,SERVICE,Service,White,2
460,Raja Rajeswari modern rice mill,18.4139064,83.9348935,Micro,Srikakulam,SERVICE,Service,Green,3
461,sreerama enterprises,14.551447,77.1107318,Micro,Anantapur,SERVICE,Service,White,3
462,Sai Harini auto works,15.3379018,80.0348045,Micro,Prakasam,SERVICE,Service,Green,1
463,sri lakshmi narayana onlie,15.5031013,80.0456793,Micro,Prakasam,SERVICE,Service,White,1
464,Vijaya Durga oil and flour mill,17.0413489,81.5951124,Micro,West Godavari,SERVICE,Service,Green,1
465,VRP Cycle Mart,14.7512315,78.5436488,Micro,Kadapa,SERVICE,Service,Green,1
466,BHARGAVI XEROX CENTRE,13.8777317,77.526292,Micro,Anantapur,SERVICE,Service,Green,1
467,MOHAN XEROX,13.7796208,77.4688863,Micro,Anantapur,SERVICE,Service,White,1
468,SRI VIDHYA COTTEX,15.4575626,78.4800214,Micro,Kurnool,SERVICE,Service,Green,1
469,Sri Ramanjaneya Xerox,14.7489125,78.5471825,Micro,Kadapa,SERVICE,Service,White,1
470,SUJITHA XEROX CENTER,14.7512295,78.5436485,Micro,Kadapa,SERVICE,Service,Green,1
471,Sri kalimatha bike mechanic,18.7808936,84.4118498,Micro,Srikakulam,SERVICE,Service,Orange,1
472,Sri balaji xerox,14.747589,78.546025,Micro,Kadapa,SERVICE,Service,White,2
473,Bhagyamma flour mill,14.4873769,77.0249609,Micro,Anantapur,SERVICE,Service,Green,1
474,HARSHITHA PROVISIONS AND XEROX CENTRE,13.6925934,77.4922441,Micro,Anantapur,SERVICE,Service,Green,1
475,xerox machine,13.9605492,79.2766508,Micro,Kadapa,SERVICE,Service,Green,1
476,Srinivasarao flour mill,16.4315502,80.9922715,Micro,Krishna,SERVICE,Service,Green,1
477,p v internet,14.7535898,78.5483125,Micro,Kadapa,SERVICE,Service,Green,1
478,Asadi Nagarani,14.7429062,78.5492268,Micro,Kadapa,SERVICE,Service,Green,1
479,tyre vulcanising works,16.4184511,80.5590606,Micro,Guntur,SERVICE,Service,Green,1
480,Nirmala flour mill,14.4649254,77.0573458,Micro,Anantapur,SERVICE,Service,Green,1
481,Sree rama mini Rice Mill,18.3635022,83.2795325,Micro,Vizianagaram,SERVICE,Service,Green,1
482,MaruthiRiceMill,16.4411258,79.9215438,Micro,Guntur,SERVICE,Service,White,5
483,Matha welding works,18.7800228,83.4285009,Micro,Vizianagaram,SERVICE,Service,Green,1
484,B F PRINTERS,14.0846579,77.5976361,Micro,Anantapur,SERVICE,Service,Green,1
485,V Celluloid,13.7379915,79.9961175,Small,S.P.S.R. Nellore,SERVICE,Service,Green,22
486,Vinayaka flour milling machine,14.4896377,77.0271202,Micro,Anantapur,SERVICE,Service,Green,1
487,Naveed weilding works,14.0301349,78.0036956,Micro,Anantapur,SERVICE,Service,Green,2
488,Srinivas Reddy Xerox shop,13.6968057,77.4842248,Micro,Anantapur,SERVICE,Service,Green,2
489,tailor shop stitching,18.9435019,83.8096763,Micro,Srikakulam,SERVICE,Service,White,1
490,air stride robo technologies,14.8359345,79.5764538,Micro,S.P.S.R. Nellore,SERVICE,Service,Orange,6
491,Gopi flour mill,17.7470335,83.2466272,Micro,Visakhapatnam,SERVICE,Service,Green,1
492,Sri jayamadhavi printers,17.6864036,83.2061488,Micro,Visakhapatnam,SERVICE,Service,Green,1
493,Hire matam indresha swamy grinder sho,14.8027494,77.0764128,Micro,Anantapur,SERVICE,Service,White,1
494,Karthik Xerox,18.1070661,82.6977842,Micro,Visakhapatnam,SERVICE,Service,Green,1
